auction,settlement,weeks,maturity,isin,bid,served,btc,nct,total,wa_rate
2018-08-06,2018-08-08,49,2019-07-17,FR0125064875,3530,998,3.54,52,1050,-0.00545
2018-08-13,2018-08-15,13,2018-11-14,FR0125064800,9205,2697,3.41,518,3215,-0.00534
2018-08-13,2018-08-15,22,2019-01-16,FR0125064859,4215,1499,2.81,280,1779,-0.00622
2018-08-13,2018-08-15,48,2019-07-17,FR0125064875,3712,997,3.72,174,1171,-0.00559
2018-08-20,2018-08-22,12,2018-11-14,FR0125064800,7870,2797,2.81,248,3045,-0.00547
2018-08-20,2018-08-22,21,2019-01-16,FR0125064859,3500,1050,3.33,133,1183,-0.00612
2018-08-20,2018-08-22,51,2019-08-14,FR0125064883,3410,1097,3.11,0,1097,-0.00551
2018-08-27,2018-08-29,13,2018-11-28,FR0125064818,6026,2794,2.16,0,2794,-0.00545
2018-08-27,2018-08-29,20,2019-01-16,FR0125064859,3210,1096,2.93,0,1096,-0.00616
2018-08-27,2018-08-29,50,2019-08-14,FR0125064883,2700,798,3.38,0,798,-0.00545
2018-09-03,2018-09-05,12,2018-11-28,FR0125064818,7005,2996,2.34,433,3429,-0.00551
2018-09-03,2018-09-05,23,2019-02-13,FR0125064867,4280,1196,3.58,72,1268,-0.0059
2018-09-03,2018-09-05,49,2019-08-14,FR0125064883,4075,1098,3.71,145,1243,-0.00555
2018-09-10,2018-09-12,13,2018-12-12,FR0125064826,8520,2896,2.94,324,3220,-0.0055
2018-09-10,2018-09-12,22,2019-02-13,FR0125064867,3975,1198,3.32,0,1198,-0.00596
2018-09-10,2018-09-12,36,2019-05-22,FR0124909666,2035,399,5.1,19,418,-0.00618
2018-09-10,2018-09-12,48,2019-08-14,FR0125064883,3726,1097,3.4,0,1097,-0.0056
2018-09-17,2018-09-19,12,2018-12-12,FR0125064826,6560,2798,2.34,46,2844,-0.00556
2018-09-17,2018-09-19,21,2019-02-13,FR0125064867,3720,1097,3.39,0,1097,-0.00586
2018-09-17,2018-09-19,51,2019-09-11,FR0125064891,4065,1095,3.71,0,1095,-0.00551
2018-09-24,2018-09-26,11,2018-12-12,FR0125064826,7050,2995,2.35,0,2995,-0.00561
2018-09-24,2018-09-26,20,2019-02-13,FR0125064867,4600,996,4.62,0,996,-0.00583
2018-09-24,2018-09-26,50,2019-09-11,FR0125064891,3505,895,3.92,0,895,-0.00554
2018-10-01,2018-10-03,14,2019-01-09,FR0125218158,7560,2793,2.71,464,3257,-0.00662
2018-10-01,2018-10-03,23,2019-03-13,FR0125218208,4775,1025,4.66,174,1199,-0.00581
2018-10-01,2018-10-03,49,2019-09-11,FR0125064891,4050,897,4.52,82,979,-0.00551
2018-10-08,2018-10-10,13,2019-01-09,FR0125218158,8490,2897,2.93,286,3183,-0.0066
2018-10-08,2018-10-10,22,2019-03-13,FR0125218208,5125,1000,5.13,180,1180,-0.00588
2018-10-08,2018-10-10,48,2019-09-11,FR0125064891,4050,899,4.51,58,957,-0.00568
2018-10-15,2018-10-17,12,2019-01-09,FR0125218158,8250,2796,2.95,271,3067,-0.00741
2018-10-15,2018-10-17,21,2019-03-13,FR0125218208,4835,1198,4.04,248,1446,-0.0067
2018-10-15,2018-10-17,51,2019-10-09,FR0125218257,3925,1098,3.57,185,1283,-0.00625
2018-10-22,2018-10-24,13,2019-01-23,FR0125218166,4800,2998,1.6,0,2998,-0.00761
2018-10-22,2018-10-24,20,2019-03-13,FR0125218208,2985,994,3,16,1010,-0.00666
2018-10-22,2018-10-24,50,2019-10-09,FR0125218257,3375,995,3.39,163,1158,-0.00621
2018-10-29,2018-10-31,12,2019-01-23,FR0125218166,7050,2450,2.88,25,2475,-0.00765
2018-10-29,2018-10-31,23,2019-04-10,FR0125218224,3700,1093,3.39,96,1189,-0.0066
2018-10-29,2018-10-31,49,2019-10-09,FR0125218257,3310,991,3.34,68,1059,-0.0062
2018-11-05,2018-11-07,13,2019-02-06,FR0125218174,6020,2996,2.01,80,3076,-0.00735
2018-11-05,2018-11-07,22,2019-04-10,FR0125218224,3375,1085,3.11,0,1085,-0.00667
2018-11-05,2018-11-07,48,2019-10-09,FR0125218257,3410,905,3.77,0,905,-0.00626
2018-11-12,2018-11-14,12,2019-02-06,FR0125218174,6950,2950,2.36,226,3176,-0.00686
2018-11-12,2018-11-14,21,2019-04-10,FR0125218224,3100,1325,2.34,57,1382,-0.00655
2018-11-12,2018-11-14,51,2019-11-06,FR0125218265,3425,1097,3.12,0,1097,-0.00578
2018-11-19,2018-11-21,13,2019-02-20,FR0125218182,7486,2995,2.5,342,3337,-0.00673
2018-11-19,2018-11-21,20,2019-04-10,FR0125218224,3736,1096,3.41,92,1188,-0.00652
2018-11-19,2018-11-21,50,2019-11-06,FR0125218265,3392,992,3.42,79,1071,-0.00566
2018-11-26,2018-11-28,12,2019-02-20,FR0125218182,7701,3296,2.34,285,3581,-0.0071
2018-11-26,2018-11-28,23,2019-05-08,FR0125218232,3866,1094,3.53,69,1163,-0.00657
2018-11-26,2018-11-28,49,2019-11-06,FR0125218265,3328,795,4.19,0,795,-0.00572
2018-12-03,2018-12-05,13,2019-03-06,FR0125218190,5375,2794,1.92,0,2794,-0.00668
2018-12-03,2018-12-05,22,2019-05-08,FR0125218232,3510,1000,3.51,0,1000,-0.00645
2018-12-03,2018-12-05,48,2019-11-06,FR0125218265,3550,796,4.46,40,836,-0.00577
2018-12-10,2018-12-12,12,2019-03-06,FR0125218190,9325,2597,3.59,553,3150,-0.00701
2018-12-10,2018-12-12,21,2019-05-08,FR0125218232,4335,998,4.34,209,1207,-0.00651
2019-01-02,2019-01-04,13,2019-04-03,FR0125374993,7416,2916,2.54,383,3299,-0.0057
2019-01-02,2019-01-04,22,2019-06-05,FR0125218240,3335,1099,3.03,4,1103,-0.00569
2019-01-02,2019-01-04,52,2020-01-02,FR0125375099,3530,960,3.68,146,1106,-0.00566
2019-01-07,2019-01-09,12,2019-04-03,FR0125374993,8262,2995,2.76,33,3028,-0.00574
2019-01-07,2019-01-09,17,2019-05-08,FR0125218232,2315,398,5.82,0,398,-0.00588
2019-01-07,2019-01-09,21,2019-06-05,FR0125218240,3900,850,4.59,55,905,-0.00576
2019-01-07,2019-01-09,51,2020-01-02,FR0125375099,3285,1098,2.99,0,1098,-0.00565
2019-01-14,2019-01-16,13,2019-04-17,FR0125375008,8068,2993,2.7,0,2993,-0.00574
2019-01-14,2019-01-16,20,2019-06-05,FR0125218240,3835,1092,3.51,0,1092,-0.00574
2019-01-14,2019-01-16,50,2020-01-02,FR0125375099,3154,996,3.17,21,1017,-0.00557
2019-01-21,2019-01-23,12,2019-04-17,FR0125375008,7620,3094,2.46,0,3094,-0.00566
2019-01-21,2019-01-23,23,2019-07-03,FR0125375065,3925,1097,3.58,0,1097,-0.00566
2019-01-21,2019-01-23,49,2020-01-02,FR0125375099,3250,800,4.06,0,800,-0.00551
2019-01-28,2019-01-30,13,2019-05-02,FR0125375016,7003,3094,2.26,70,3164,-0.00542
2019-01-28,2019-01-30,22,2019-07-03,FR0125375065,3352,998,3.36,0,998,-0.00545
2019-01-28,2019-01-30,48,2020-01-02,FR0125375099,3813,898,4.25,72,970,-0.00532
2019-02-04,2019-02-06,12,2019-05-02,FR0125375016,5496,2794,1.97,0,2794,-0.00525
2019-02-04,2019-02-06,21,2019-07-03,FR0125375065,3696,893,4.14,0,893,-0.00522
2019-02-04,2019-02-06,51,2020-01-29,FR0125375107,3469,1099,3.16,0,1099,-0.00518
2019-02-11,2019-02-13,13,2019-05-15,FR0125375024,6410,2597,2.47,6,2603,-0.00503
2019-02-11,2019-02-13,20,2019-07-03,FR0125375065,3455,696,4.96,47,743,-0.00494
2019-02-11,2019-02-13,38,2019-11-06,FR0125218265,2290,399,5.74,6,405,-0.00503
2019-02-11,2019-02-13,50,2020-01-29,FR0125375107,3213,592,5.43,0,592,-0.00499
2019-02-18,2019-02-20,12,2019-05-15,FR0125375024,7035,2595,2.71,516,3111,-0.00505
2019-02-18,2019-02-20,23,2019-07-31,FR0125375073,3540,1070,3.31,192,1262,-0.00501
2019-02-18,2019-02-20,49,2020-01-29,FR0125375107,3720,995,3.74,203,1198,-0.00501
2019-02-25,2019-02-27,13,2019-05-29,FR0125375032,7539,2497,3.02,31,2528,-0.00518
2019-02-25,2019-02-27,22,2019-07-31,FR0125375073,4373,996,4.39,13,1009,-0.00523
2019-02-25,2019-02-27,48,2020-01-29,FR0125375107,3785,1196,3.16,80,1276,-0.00517
2019-03-04,2019-03-06,12,2019-05-29,FR0125375032,7153,2596,2.76,488,3084,-0.00534
2019-03-04,2019-03-06,21,2019-07-31,FR0125375073,4258,1196,3.56,235,1431,-0.0053
2019-03-04,2019-03-06,51,2020-02-26,FR0125375115,3545,1096,3.23,101,1197,-0.0051
2019-03-11,2019-03-13,13,2019-06-13,FR0125375040,6035,2596,2.32,0,2596,-0.00538
2019-03-11,2019-03-13,20,2019-07-31,FR0125375073,3695,896,4.12,50,946,-0.00542
2019-03-11,2019-03-13,26,2019-09-11,FR0125064891,2670,499,5.35,85,584,-0.00559
2019-03-11,2019-03-13,50,2020-02-26,FR0125375115,3654,897,4.07,0,897,-0.00521
2019-03-18,2019-03-20,12,2019-06-13,FR0125375040,6335,2485,2.55,0,2485,-0.00525
2019-03-18,2019-03-20,23,2019-08-28,FR0125375081,3730,1095,3.41,32,1127,-0.00527
2019-03-18,2019-03-20,49,2020-02-26,FR0125375115,3785,1097,3.45,158,1255,-0.00521
2019-03-25,2019-03-27,13,2019-06-26,FR0125375057,5557,2595,2.14,0,2595,-0.00528
2019-03-25,2019-03-27,22,2019-08-28,FR0125375081,3750,1096,3.42,0,1096,-0.00522
2019-03-25,2019-03-27,48,2020-02-26,FR0125375115,2938,1098,2.68,36,1134,-0.00531
2019-04-01,2019-04-03,12,2019-06-26,FR0125375057,6568,2594,2.53,0,2594,-0.0053
2019-04-01,2019-04-03,21,2019-08-28,FR0125375081,3878,897,4.32,0,897,-0.00529
2019-04-01,2019-04-03,51,2020-03-25,FR0125533119,3785,1297,2.92,26,1323,-0.0052
2019-04-08,2019-04-10,13,2019-07-10,FR0125533028,7220,2593,2.78,0,2593,-0.00519
2019-04-08,2019-04-10,18,2019-08-14,FR0125064883,2020,399,5.06,0,399,-0.00538
2019-04-08,2019-04-10,20,2019-08-28,FR0125375081,3970,845,4.7,0,845,-0.00524
2019-04-08,2019-04-10,50,2020-03-25,FR0125533119,4328,998,4.34,0,998,-0.0052
2019-04-15,2019-04-17,12,2019-07-10,FR0125533028,7966,2597,3.07,133,2730,-0.00519
2019-04-15,2019-04-17,23,2019-09-25,FR0125533085,4540,1065,4.26,0,1065,-0.00521
2019-04-15,2019-04-17,49,2020-03-25,FR0125533119,4684,1299,3.61,172,1471,-0.00521
2019-04-23,2019-04-25,13,2019-07-24,FR0125533036,7150,2593,2.76,484,3077,-0.00516
2019-04-23,2019-04-25,22,2019-09-25,FR0125533085,3525,999,3.53,189,1188,-0.00515
2019-04-23,2019-04-25,48,2020-03-25,FR0125533119,3631,998,3.64,199,1197,-0.00527
2019-04-29,2019-05-02,12,2019-07-24,FR0125533036,10496,2398,4.38,486,2884,-0.00546
2019-04-29,2019-05-02,21,2019-09-25,FR0125533085,4061,696,5.83,137,833,-0.0054
2019-04-29,2019-05-02,23,2019-10-09,FR0125218257,1955,398,4.91,45,443,-0.00551
2019-04-29,2019-05-02,51,2020-04-22,FR0125533127,4066,1098,3.7,145,1243,-0.00535
2019-05-06,2019-05-08,13,2019-08-07,FR0125533044,7176,2693,2.66,0,2693,-0.00567
2019-05-06,2019-05-08,20,2019-09-25,FR0125533085,4491,1199,3.75,0,1199,-0.00573
2019-05-06,2019-05-08,50,2020-04-22,FR0125533127,4216,897,4.7,188,1085,-0.00552
2019-05-13,2019-05-15,12,2019-08-07,FR0125533044,6445,2499,2.58,50,2549,-0.00562
2019-05-13,2019-05-15,23,2019-10-23,FR0125533093,3730,1098,3.4,22,1120,-0.00562
2019-05-13,2019-05-15,49,2020-04-22,FR0125533127,3770,920,4.1,19,939,-0.00567
2019-05-20,2019-05-22,13,2019-08-21,FR0125533051,7425,2596,2.86,0,2596,-0.0055
2019-05-20,2019-05-22,22,2019-10-23,FR0125533093,4795,945,5.07,0,945,-0.00562
2019-05-20,2019-05-22,48,2020-04-22,FR0125533127,4090,1185,3.45,4,1189,-0.00555
2019-05-27,2019-05-29,12,2019-08-21,FR0125533051,6100,2596,2.35,0,2596,-0.00544
2019-05-27,2019-05-29,21,2019-10-23,FR0125533093,3685,999,3.69,0,999,-0.0055
2019-05-27,2019-05-29,51,2020-05-20,FR0125533135,3425,1197,2.86,0,1197,-0.00547
2019-06-03,2019-06-05,13,2019-09-04,FR0125533069,7010,2598,2.7,0,2598,-0.00543
2019-06-03,2019-06-05,20,2019-10-23,FR0125533093,3400,994,3.42,43,1037,-0.00557
2019-06-03,2019-06-05,50,2020-05-20,FR0125533135,3425,1297,2.64,63,1360,-0.00562
2019-06-11,2019-06-13,12,2019-09-04,FR0125533069,7740,2495,3.1,371,2866,-0.00546
2019-06-11,2019-06-13,23,2019-11-20,FR0125533101,4695,1098,4.28,48,1146,-0.00544
2019-06-11,2019-06-13,41,2020-03-25,FR0125533119,3225,400,8.06,26,426,-0.00604
2019-06-11,2019-06-13,49,2020-05-20,FR0125533135,4190,796,5.26,121,917,-0.00559
2019-06-17,2019-06-19,13,2019-09-18,FR0125533077,8615,2797,3.08,406,3203,-0.00549
2019-06-17,2019-06-19,22,2019-11-20,FR0125533101,5590,1099,5.09,223,1322,-0.00565
2019-06-17,2019-06-19,48,2020-05-20,FR0125533135,4170,996,4.19,199,1195,-0.00566
2019-06-24,2019-06-26,12,2019-09-18,FR0125533077,5675,2595,2.19,0,2595,-0.00559
2019-06-24,2019-06-26,21,2019-11-20,FR0125533101,3690,1299,2.84,0,1299,-0.00583
2019-06-24,2019-06-26,51,2020-06-17,FR0125533143,4135,1098,3.77,218,1316,-0.00592
2019-07-01,2019-07-03,13,2019-10-02,FR0125692352,7595,2696,2.82,0,2696,-0.00564
2019-07-01,2019-07-03,20,2019-11-20,FR0125533101,4810,898,5.36,0,898,-0.00581
2019-07-01,2019-07-03,50,2020-06-17,FR0125533143,4435,1198,3.7,0,1198,-0.00626
2019-07-08,2019-07-10,12,2019-10-02,FR0125692352,6770,2794,2.42,130,2924,-0.00556
2019-07-08,2019-07-10,23,2019-12-18,FR0125692410,4840,1097,4.41,201,1298,-0.00568
2019-07-08,2019-07-10,49,2020-06-17,FR0125533143,2990,1097,2.73,0,1097,-0.00625
2019-07-15,2019-07-17,13,2019-10-16,FR0125692360,5750,2498,2.3,0,2498,-0.00563
2019-07-15,2019-07-17,22,2019-12-18,FR0125692410,4220,1597,2.64,160,1757,-0.00601
2019-07-15,2019-07-17,48,2020-06-17,FR0125533143,3525,900,3.92,105,1005,-0.00621
2019-07-22,2019-07-24,12,2019-10-16,FR0125692360,6385,2496,2.56,0,2496,-0.00545
2019-07-22,2019-07-24,21,2019-12-18,FR0125692410,4605,1296,3.55,88,1384,-0.00596
2019-07-22,2019-07-24,51,2020-07-15,FR0125692451,4390,1196,3.67,223,1419,-0.00655
2019-07-29,2019-07-31,13,2019-10-30,FR0125692378,6305,2496,2.53,117,2613,-0.00541
2019-07-29,2019-07-31,20,2019-12-18,FR0125692410,4670,1170,3.99,0,1170,-0.00589
2019-07-29,2019-07-31,34,2020-03-25,FR0125533119,1495,396,3.78,0,396,-0.00653
2019-07-29,2019-07-31,50,2020-07-15,FR0125692451,3790,1195,3.17,0,1195,-0.0065
2019-08-05,2019-08-07,12,2019-10-30,FR0125692378,9670,2620,3.69,496,3116,-0.00561
2019-08-05,2019-08-07,23,2020-01-15,FR0125692428,4070,1495,2.72,0,1495,-0.00658
2019-08-05,2019-08-07,49,2020-07-15,FR0125692451,3160,1196,2.64,50,1246,-0.00645
2019-08-12,2019-08-14,13,2019-11-14,FR0125692386,6813,2796,2.44,0,2796,-0.00599
2019-08-12,2019-08-14,22,2020-01-15,FR0125692428,5665,1197,4.73,101,1298,-0.00678
2019-08-12,2019-08-14,48,2020-07-15,FR0125692451,4730,1197,3.95,101,1298,-0.00679
2019-08-19,2019-08-21,12,2019-11-14,FR0125692386,6150,2497,2.46,0,2497,-0.00612
2019-08-19,2019-08-21,21,2020-01-15,FR0125692428,3890,1397,2.78,0,1397,-0.0073
2019-08-19,2019-08-21,51,2020-08-12,FR0125692469,3625,1297,2.79,87,1384,-0.00728
2019-08-26,2019-08-28,13,2019-11-27,FR0125692394,5300,2500,2.12,287,2787,-0.00589
2019-08-26,2019-08-28,20,2020-01-15,FR0125692428,3795,796,4.77,136,932,-0.00701
2019-08-26,2019-08-28,34,2020-04-22,FR0125533127,2290,398,5.75,43,441,-0.00738
2019-08-26,2019-08-28,50,2020-08-12,FR0125692469,5511,1094,5.04,190,1284,-0.00717
2019-09-02,2019-09-04,12,2019-11-27,FR0125692394,7441,2593,2.87,109,2702,-0.00614
2019-09-02,2019-09-04,23,2020-02-12,FR0125692436,4606,1099,4.19,126,1225,-0.00707
2019-09-02,2019-09-04,49,2020-08-12,FR0125692469,4846,1193,4.06,209,1402,-0.00742
2019-09-09,2019-09-11,13,2019-12-11,FR0125692402,7291,2497,2.92,0,2497,-0.00609
2019-09-09,2019-09-11,22,2020-02-12,FR0125692436,4780,1095,4.37,0,1095,-0.00699
2019-09-09,2019-09-11,48,2020-08-12,FR0125692469,4216,1197,3.52,0,1197,-0.00729
2019-09-16,2019-09-18,12,2019-12-11,FR0125692402,6245,2397,2.61,0,2397,-0.00573
2019-09-16,2019-09-18,21,2020-02-12,FR0125692436,3700,975,3.79,0,975,-0.00624
2019-09-16,2019-09-18,51,2020-09-09,FR0125692477,4000,1000,4,0,1000,-0.00624
2019-09-23,2019-09-25,8,2019-11-20,FR0125533101,2158,397,5.44,0,397,-0.00596
2019-09-23,2019-09-25,10,2019-12-04,FR0125218273,6090,2394,2.54,184,2578,-0.00567
2019-09-23,2019-09-25,20,2020-02-12,FR0125692436,3285,798,4.12,91,889,-0.00591
2019-09-23,2019-09-25,50,2020-09-09,FR0125692477,2945,796,3.7,37,833,-0.00609
2019-09-30,2019-10-02,9,2019-12-04,FR0125218273,4935,1998,2.47,24,2022,-0.00588
2019-09-30,2019-10-02,10,2019-12-11,FR0125692402,1894,699,2.71,9,708,-0.00647
2019-09-30,2019-10-02,23,2020-03-11,FR0125692444,3615,1096,3.3,194,1290,-0.00614
2019-09-30,2019-10-02,49,2020-09-09,FR0125692477,2915,898,3.25,159,1057,-0.00632
2019-10-07,2019-10-09,13,2020-01-08,FR0125848491,5895,2696,2.19,0,2696,-0.00639
2019-10-07,2019-10-09,22,2020-03-11,FR0125692444,3510,996,3.52,89,1085,-0.00627
2019-10-07,2019-10-09,48,2020-09-09,FR0125692477,3280,1197,2.74,0,1197,-0.00628
2019-10-14,2019-10-16,12,2020-01-08,FR0125848491,5760,2496,2.31,0,2496,-0.00604
2019-10-14,2019-10-16,21,2020-03-11,FR0125692444,3390,880,3.85,0,880,-0.00599
2019-10-14,2019-10-16,51,2020-10-07,FR0125848467,4260,1098,3.88,0,1098,-0.00593
2019-10-21,2019-10-23,13,2020-01-22,FR0125848509,5500,2496,2.2,539,3035,-0.006
2019-10-21,2019-10-23,20,2020-03-11,FR0125692444,4428,996,4.45,229,1225,-0.00615
2019-10-21,2019-10-23,50,2020-10-07,FR0125848467,4675,1298,3.6,275,1573,-0.00612
2019-10-28,2019-10-30,12,2020-01-22,FR0125848509,5145,2498,2.06,0,2498,-0.00682
2019-10-28,2019-10-30,23,2020-04-08,FR0125848558,5840,1097,5.32,0,1097,-0.00645
2019-10-28,2019-10-30,49,2020-10-07,FR0125848467,4796,1497,3.2,0,1497,-0.00648
2019-11-04,2019-11-06,13,2020-02-05,FR0125848517,6700,2595,2.58,0,2595,-0.00629
2019-11-04,2019-11-06,22,2020-04-08,FR0125848558,4625,800,5.78,0,800,-0.00632
2019-11-04,2019-11-06,48,2020-10-07,FR0125848467,4110,1095,3.75,0,1095,-0.00628
2019-11-12,2019-11-14,12,2020-02-05,FR0125848517,6030,2497,2.41,245,2742,-0.00594
2019-11-12,2019-11-14,21,2020-04-08,FR0125848558,3800,997,3.81,54,1051,-0.00596
2019-11-12,2019-11-14,51,2020-11-04,FR0125848475,3815,1098,3.47,124,1222,-0.0058
2019-11-18,2019-11-20,13,2020-02-19,FR0125848525,5985,2594,2.31,0,2594,-0.006
2019-11-18,2019-11-20,20,2020-04-08,FR0125848558,4111,1060,3.88,0,1060,-0.00609
2019-11-18,2019-11-20,50,2020-11-04,FR0125848475,3751,925,4.06,0,925,-0.0059
2019-11-25,2019-11-27,12,2020-02-19,FR0125848525,7415,2480,2.99,364,2844,-0.00623
2019-11-25,2019-11-27,23,2020-05-06,FR0125848566,4810,1098,4.38,88,1186,-0.00619
2019-11-25,2019-11-27,49,2020-11-04,FR0125848475,3291,898,3.66,135,1033,-0.00576
2019-12-02,2019-12-04,13,2020-03-04,FR0125848533,5540,2665,2.08,255,2920,-0.00636
2019-12-02,2019-12-04,22,2020-05-06,FR0125848566,3945,996,3.96,178,1174,-0.00627
2019-12-02,2019-12-04,48,2020-11-04,FR0125848475,2965,997,2.97,179,1176,-0.00576
2019-12-09,2019-12-11,7,2020-01-29,FR0125375107,1925,275,7,0,275,-0.00791
2019-12-09,2019-12-11,12,2020-03-04,FR0125848533,5281,2631,2.01,0,2631,-0.00658
2019-12-09,2019-12-11,21,2020-05-06,FR0125848566,3765,915,4.11,0,915,-0.00648
2019-12-09,2019-12-11,47,2020-11-04,FR0125848475,3250,775,4.19,0,775,-0.00601
2020-01-06,2020-01-08,13,2020-04-08,FR0125848558,6825,2495,2.74,0,2495,-0.0061
2020-01-06,2020-01-08,23,2020-06-17,FR0125533143,4290,945,4.54,0,945,-0.00616
2020-01-06,2020-01-08,47,2020-12-02,FR0125848483,3810,1113,3.42,0,1113,-0.00589
2020-01-13,2020-01-15,13,2020-04-16,FR0125848582,6150,2395,2.57,0,2395,-0.0059
2020-01-13,2020-01-15,24,2020-07-01,FR0125848640,3990,1095,3.64,0,1095,-0.00589
2020-01-13,2020-01-15,46,2020-12-02,FR0125848483,3375,997,3.39,33,1030,-0.00583
2020-01-20,2020-01-22,12,2020-04-16,FR0125848582,5375,2200,2.44,0,2200,-0.0058
2020-01-20,2020-01-22,23,2020-07-01,FR0125848640,3475,895,3.88,0,895,-0.00576
2020-01-20,2020-01-22,45,2020-12-02,FR0125848483,2715,600,4.53,0,600,-0.00576
2020-01-27,2020-01-29,13,2020-04-29,FR0125848590,6125,2400,2.55,111,2511,-0.00577
2020-01-27,2020-01-29,22,2020-07-01,FR0125848640,3765,796,4.73,39,835,-0.00576
2020-01-27,2020-01-29,44,2020-12-02,FR0125848483,3405,1094,3.11,142,1236,-0.00575
2020-02-03,2020-02-05,12,2020-04-29,FR0125848590,6765,2397,2.82,124,2521,-0.00596
2020-02-03,2020-02-05,21,2020-07-01,FR0125848640,4225,995,4.25,12,1007,-0.00595
2020-02-03,2020-02-05,51,2021-01-27,FR0125848673,2735,1097,2.49,0,1097,-0.00596
2020-02-10,2020-02-12,13,2020-05-13,FR0125848608,6075,2695,2.25,0,2695,-0.00609
2020-02-10,2020-02-12,20,2020-07-01,FR0125848640,2595,996,2.61,22,1018,-0.00592
2020-02-10,2020-02-12,50,2021-01-27,FR0125848673,3145,820,3.84,18,838,-0.00586
2020-02-17,2020-02-19,12,2020-05-13,FR0125848608,5908,2400,2.46,0,2400,-0.00596
2020-02-17,2020-02-19,23,2020-07-29,FR0125848657,3565,1096,3.25,0,1096,-0.00587
2020-02-17,2020-02-19,49,2021-01-27,FR0125848673,4320,894,4.83,0,894,-0.00582
2020-02-24,2020-02-26,13,2020-05-27,FR0125848616,5335,2197,2.43,60,2257,-0.00587
2020-02-24,2020-02-26,22,2020-07-29,FR0125848657,3555,798,4.45,0,798,-0.00589
2020-02-24,2020-02-26,32,2020-10-07,FR0125848467,2218,398,5.57,0,398,-0.00598
2020-02-24,2020-02-26,48,2021-01-27,FR0125848673,3610,795,4.54,0,795,-0.00591
2020-03-02,2020-03-04,12,2020-05-27,FR0125848616,5500,2475,2.22,204,2679,-0.00627
2020-03-02,2020-03-04,21,2020-07-29,FR0125848657,4150,895,4.64,119,1014,-0.00628
2020-03-02,2020-03-04,51,2021-02-24,FR0125848681,5450,1097,4.97,248,1345,-0.00642
2020-03-09,2020-03-11,13,2020-06-10,FR0125848624,3615,2395,1.51,0,2395,-0.00668
2020-03-09,2020-03-11,20,2020-07-29,FR0125848657,3030,1099,2.76,149,1248,-0.00672
2020-03-09,2020-03-11,50,2021-02-24,FR0125848681,2845,1397,2.04,18,1415,-0.00716
2020-03-16,2020-03-18,12,2020-06-10,FR0125848624,4040,2799,1.44,417,3216,-0.00608
2020-03-16,2020-03-18,23,2020-08-26,FR0125848665,2230,1298,1.72,195,1493,-0.00615
2020-03-16,2020-03-18,33,2020-11-04,FR0125848475,1030,499,2.06,58,557,-0.00634
2020-03-16,2020-03-18,49,2021-02-24,FR0125848681,2395,1300,1.84,59,1359,-0.00625
2020-03-23,2020-03-25,13,2020-06-24,FR0125848632,5655,2999,1.89,0,2999,-0.00528
2020-03-23,2020-03-25,22,2020-08-26,FR0125848665,4030,1299,3.1,0,1299,-0.0052
2020-03-23,2020-03-25,28,2020-10-07,FR0125848467,1570,499,3.15,0,499,-0.00535
2020-03-23,2020-03-25,48,2021-02-24,FR0125848681,4825,1100,4.39,0,1100,-0.00534
2020-03-30,2020-04-01,12,2020-06-24,FR0125848632,4245,2999,1.42,433,3432,-0.00486
2020-03-30,2020-04-01,21,2020-08-26,FR0125848665,2255,1399,1.61,205,1604,-0.00478
2020-03-30,2020-04-01,35,2020-12-02,FR0125848483,1325,335,3.96,17,352,-0.00488
2020-03-30,2020-04-01,51,2021-03-24,FR0125848699,2975,1200,2.48,127,1327,-0.00494
2020-04-06,2020-04-08,10,2020-06-17,FR0125533143,1985,498,3.99,6,504,-0.00514
2020-04-06,2020-04-08,13,2020-07-08,FR0126001686,7600,3196,2.38,657,3853,-0.00477
2020-04-06,2020-04-08,20,2020-08-26,FR0125848665,3625,1298,2.79,138,1436,-0.00479
2020-04-06,2020-04-08,50,2021-03-24,FR0125848699,4420,1497,2.95,308,1805,-0.00465
2020-04-14,2020-04-16,12,2020-07-08,FR0126001686,8320,4497,1.85,648,5145,-0.00476
2020-04-14,2020-04-16,15,2020-07-29,FR0125848657,1985,480,4.14,23,503,-0.00488
2020-04-14,2020-04-16,23,2020-09-23,FR0126001744,3630,1997,1.82,112,2109,-0.00445
2020-04-14,2020-04-16,49,2021-03-24,FR0125848699,3080,897,3.43,46,943,-0.00431
2020-04-20,2020-04-22,10,2020-07-01,FR0125848640,3790,998,3.8,123,1121,-0.00456
2020-04-20,2020-04-22,13,2020-07-22,FR0126001694,8010,3997,2,343,4340,-0.00451
2020-04-20,2020-04-22,22,2020-09-23,FR0126001744,5670,2298,2.47,464,2762,-0.00414
2020-04-20,2020-04-22,48,2021-03-24,FR0125848699,5735,1697,3.38,347,2044,-0.00388
2020-04-27,2020-04-29,12,2020-07-22,FR0126001694,13160,3495,3.77,815,4310,-0.00454
2020-04-27,2020-04-29,17,2020-08-26,FR0125848665,3850,996,3.87,214,1210,-0.00437
2020-04-27,2020-04-29,21,2020-09-23,FR0126001744,7945,1995,3.98,435,2430,-0.00427
2020-04-27,2020-04-29,51,2021-04-21,FR0126001785,8330,2494,3.34,566,3060,-0.00403
2020-05-04,2020-05-06,13,2020-08-05,FR0126001702,12855,4197,3.06,999,5196,-0.00475
2020-05-04,2020-05-06,20,2020-09-23,FR0126001744,6660,2295,2.9,553,2848,-0.00455
