date,kind,instrument_jp,instrument_en,offered,start,end,rate,yield,bids,allotted
2026-02-12,jgb_purch,国債買入（残存期間３年超５年以下）,Outright purchases of JGBs(residual maturity of more than 3 years and up to 5 years),2450.0,2026-02-13,,,,3921.0,2453.0
2026-02-12,jgb_purch,国債買入（残存期間５年超１０年以下）,Outright purchases of JGBs(residual maturity of more than 5 years and up to 10 years),2600.0,2026-02-13,,,,6047.0,2603.0
2026-02-12,jgb_purch,国債買入（残存期間１０年超２５年以下）,Outright purchases of JGBs(residual maturity of more than 10 years and up to 25 years),950.0,2026-02-13,,,,2644.0,953.0
2026-02-12,jgb_purch,国債買入（残存期間２５年超）,Outright purchases of JGBs(residual maturity of more than 25 years),750.0,2026-02-13,,,,1833.0,751.0
2026-02-12,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-02-12,2026-02-13,,0.55,2746.0,2746.0
2026-02-12,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-02-12,2026-02-13,,0.55,0.0,0.0
2026-02-13,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-02-13,2026-02-16,,0.45,2985.0,2985.0
2026-02-13,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-02-13,2026-02-16,,0.45,0.0,0.0
2026-02-16,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-02-16,2026-02-17,,0.55,4352.0,4352.0
2026-02-16,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-02-16,2026-02-17,,0.55,1.0,1.0
2026-02-17,pooled,共通担保資金供給（全店）＜固定金利方式＞,Funds-Supplying Operations against Pooled Collateral (at All Offices) (Fixed rate),8000.0,2026-02-18,2026-03-04,0.75,,16396.0,8005.0
2026-02-17,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-02-17,2026-02-18,,0.55,2293.0,2293.0
2026-02-17,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-02-17,2026-02-18,,0.55,0.0,0.0
2026-02-17,usd_funds,米ドル資金供給,US Dollar Funds-Supplying Operations against Pooled Collateral,,2026-02-19,2026-02-26,3.89,,4.0,4.0
2026-02-18,jgb_purch,国債買入（残存期間１年超３年以下）,Outright purchases of JGBs(residual maturity of more than 1 year and up to 3 years),2700.0,2026-02-19,,,,6080.0,2701.0
2026-02-18,jgb_purch,国債買入（残存期間５年超１０年以下）,Outright purchases of JGBs(residual maturity of more than 5 years and up to 10 years),2600.0,2026-02-19,,,,10466.0,2602.0
2026-02-18,jgb_purch,国債買入（残存期間２５年超）,Outright purchases of JGBs(residual maturity of more than 25 years),750.0,2026-02-19,,,,2194.0,750.0
2026-02-18,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-02-18,2026-02-19,,0.45,1737.0,1737.0
2026-02-18,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-02-18,2026-02-19,,0.45,395.0,395.0
2026-02-19,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-02-19,2026-02-20,,0.45,2019.0,2019.0
2026-02-19,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-02-19,2026-02-20,,0.45,0.0,0.0
2026-02-20,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-02-20,2026-02-24,,0.55,4022.0,4022.0
2026-02-20,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-02-20,2026-02-24,,0.55,15.0,15.0
2026-02-24,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-02-24,2026-02-25,,0.55,4112.0,4112.0
2026-02-24,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-02-24,2026-02-25,,0.55,0.0,0.0
2026-02-24,usd_funds,米ドル資金供給,US Dollar Funds-Supplying Operations against Pooled Collateral,,2026-02-26,2026-03-05,3.89,,0.0,0.0
2026-02-25,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-02-25,2026-02-26,,0.55,3851.0,3851.0
2026-02-25,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-02-25,2026-02-26,,0.55,1.0,1.0
2026-02-26,jgb_purch,国債買入（残存期間３年超５年以下）,Outright purchases of JGBs(residual maturity of more than 3 years and up to 5 years),2450.0,2026-02-27,,,,6831.0,2453.0
2026-02-26,jgb_purch,国債買入（残存期間５年超１０年以下）,Outright purchases of JGBs(residual maturity of more than 5 years and up to 10 years),2600.0,2026-02-27,,,,8082.0,2601.0
2026-02-26,jgb_purch,国債買入（残存期間１０年超２５年以下）,Outright purchases of JGBs(residual maturity of more than 10 years and up to 25 years),950.0,2026-02-27,,,,3100.0,952.0
2026-02-26,jgb_purch,国債買入（物価連動債）,Outright purchases of JGBs(inflation-indexed bonds),400.0,2026-02-27,,,,1494.0,401.0
2026-02-26,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-02-26,2026-02-27,,0.55,3860.0,3860.0
2026-02-26,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-02-26,2026-02-27,,0.55,20.0,20.0
2026-02-27,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-02-27,2026-03-02,,0.45,3877.0,3877.0
2026-02-27,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-02-27,2026-03-02,,0.45,0.0,0.0
2026-03-02,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-03-02,2026-03-03,,0.55,3437.0,3437.0
2026-03-02,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-03-02,2026-03-03,,0.55,0.0,0.0
2026-03-03,pooled,共通担保資金供給（全店）＜固定金利方式＞,Funds-Supplying Operations against Pooled Collateral (at All Offices) (Fixed rate),8000.0,2026-03-04,2026-03-18,0.75,,16494.0,8003.0
2026-03-03,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-03-03,2026-03-04,,0.55,3381.0,3381.0
2026-03-03,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-03-03,2026-03-04,,0.55,83.0,83.0
2026-03-03,slf_usd,米ドル資金供給用担保国債供給（国債売現先）,Securities lending to provide JGSs as collateral for US Dollar Funds-Supplying Operations against Pooled Collateral (Sales of JGSs under repurchase agreements),5000.0,2026-03-04,2026-03-13,,0.72,2.0,2.0
2026-03-03,usd_funds,米ドル資金供給,US Dollar Funds-Supplying Operations against Pooled Collateral,,2026-03-05,2026-03-12,3.89,,1.0,1.0
2026-03-04,jgb_purch,国債買入（残存期間１年以下）,Outright purchases of JGBs(residual maturity of up to 1 year),1000.0,2026-03-05,,,,4883.0,1001.0
2026-03-04,jgb_purch,国債買入（残存期間１年超３年以下）,Outright purchases of JGBs(residual maturity of more than 1 year and up to 3 years),2700.0,2026-03-05,,,,8523.0,2702.0
2026-03-04,jgb_purch,国債買入（残存期間３年超５年以下）,Outright purchases of JGBs(residual maturity of more than 3 years and up to 5 years),2450.0,2026-03-05,,,,7137.0,2454.0
2026-03-04,jgb_purch,国債買入（残存期間１０年超２５年以下）,Outright purchases of JGBs(residual maturity of more than 10 years and up to 25 years),950.0,2026-03-05,,,,2040.0,951.0
2026-03-04,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-03-04,2026-03-05,,0.55,4115.0,4115.0
2026-03-04,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-03-04,2026-03-05,,0.55,31.0,31.0
2026-03-05,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-03-05,2026-03-06,,0.55,3800.0,3800.0
2026-03-05,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-03-05,2026-03-06,,0.55,0.0,0.0
2026-03-06,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-03-06,2026-03-09,,0.55,3923.0,3923.0
2026-03-06,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-03-06,2026-03-09,,0.55,105.0,105.0
2026-03-09,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-03-09,2026-03-10,,0.55,3926.0,3926.0
2026-03-09,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-03-09,2026-03-10,,0.55,0.0,0.0
2026-03-10,jgb_purch,国債買入（残存期間１年超３年以下）,Outright purchases of JGBs(residual maturity of more than 1 year and up to 3 years),2700.0,2026-03-11,,,,12007.0,2700.0
2026-03-10,jgb_purch,国債買入（残存期間５年超１０年以下）,Outright purchases of JGBs(residual maturity of more than 5 years and up to 10 years),2600.0,2026-03-11,,,,7853.0,2606.0
2026-03-10,jgb_purch,国債買入（残存期間１０年超２５年以下）,Outright purchases of JGBs(residual maturity of more than 10 years and up to 25 years),950.0,2026-03-11,,,,3459.0,956.0
2026-03-10,jgb_purch,国債買入（残存期間２５年超）,Outright purchases of JGBs(residual maturity of more than 25 years),750.0,2026-03-11,,,,1569.0,752.0
2026-03-10,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-03-10,2026-03-11,,0.55,6925.0,6925.0
2026-03-10,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-03-10,2026-03-11,,0.55,34.0,34.0
2026-03-10,usd_funds,米ドル資金供給,US Dollar Funds-Supplying Operations against Pooled Collateral,,2026-03-12,2026-03-19,3.89,,2.0,2.0
2026-03-11,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-03-11,2026-03-12,,0.55,6642.0,6642.0
2026-03-11,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-03-11,2026-03-12,,0.55,221.0,221.0
2026-03-12,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-03-12,2026-03-13,,0.55,6282.0,6282.0
2026-03-12,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-03-12,2026-03-13,,0.55,292.0,292.0
2026-03-13,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-03-13,2026-03-16,,0.55,5744.0,5744.0
2026-03-13,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-03-13,2026-03-16,,0.55,380.0,380.0
2026-03-16,jgb_purch,国債買入（残存期間１年超３年以下）,Outright purchases of JGBs(residual maturity of more than 1 year and up to 3 years),2700.0,2026-03-17,,,,11410.0,2701.0
2026-03-16,jgb_purch,国債買入（残存期間３年超５年以下）,Outright purchases of JGBs(residual maturity of more than 3 years and up to 5 years),2450.0,2026-03-17,,,,5146.0,2455.0
2026-03-16,jgb_purch,国債買入（残存期間５年超１０年以下）,Outright purchases of JGBs(residual maturity of more than 5 years and up to 10 years),2600.0,2026-03-17,,,,7241.0,2600.0
2026-03-16,jgb_purch,国債買入（残存期間２５年超）,Outright purchases of JGBs(residual maturity of more than 25 years),750.0,2026-03-17,,,,1570.0,753.0
2026-03-16,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-03-16,2026-03-17,,0.55,6383.0,6383.0
2026-03-16,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-03-16,2026-03-17,,0.55,94.0,94.0
2026-03-17,pooled,共通担保資金供給（全店）＜固定金利方式＞,Funds-Supplying Operations against Pooled Collateral (at All Offices) (Fixed rate),8000.0,2026-03-18,2026-04-01,0.75,,27704.0,8011.0
2026-03-17,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-03-17,2026-03-18,,0.55,4811.0,4811.0
2026-03-17,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-03-17,2026-03-18,,0.55,0.0,0.0
2026-03-17,usd_funds,米ドル資金供給,US Dollar Funds-Supplying Operations against Pooled Collateral,,2026-03-19,2026-03-26,3.89,,0.0,0.0
2026-03-18,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-03-18,2026-03-19,,0.55,5047.0,5047.0
2026-03-18,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-03-18,2026-03-19,,0.55,0.0,0.0
2026-03-19,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-03-19,2026-03-23,,0.55,3375.0,3375.0
2026-03-19,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-03-19,2026-03-23,,0.55,0.0,0.0
2026-03-23,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-03-23,2026-03-24,,0.55,7457.0,7457.0
2026-03-23,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-03-23,2026-03-24,,0.55,95.0,95.0
2026-03-24,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-03-24,2026-03-25,,0.55,6092.0,6092.0
2026-03-24,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-03-24,2026-03-25,,0.55,0.0,0.0
2026-03-24,usd_funds,米ドル資金供給,US Dollar Funds-Supplying Operations against Pooled Collateral,,2026-03-26,2026-04-02,3.89,,0.0,0.0
2026-03-25,jgb_purch,国債買入（残存期間３年超５年以下）,Outright purchases of JGBs(residual maturity of more than 3 years and up to 5 years),2450.0,2026-03-26,,,,6509.0,2453.0
2026-03-25,jgb_purch,国債買入（残存期間５年超１０年以下）,Outright purchases of JGBs(residual maturity of more than 5 years and up to 10 years),2600.0,2026-03-26,,,,4778.0,2606.0
2026-03-25,jgb_purch,国債買入（残存期間１０年超２５年以下）,Outright purchases of JGBs(residual maturity of more than 10 years and up to 25 years),950.0,2026-03-26,,,,3514.0,954.0
2026-03-25,jgb_purch,国債買入（物価連動債）,Outright purchases of JGBs(inflation-indexed bonds),400.0,2026-03-26,,,,970.0,400.0
2026-03-25,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-03-25,2026-03-26,,0.55,4451.0,4451.0
2026-03-25,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-03-25,2026-03-26,,0.55,0.0,0.0
2026-03-26,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-03-26,2026-03-27,,0.45,3553.0,3553.0
2026-03-26,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-03-26,2026-03-27,,0.45,0.0,0.0
2026-03-27,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-03-27,2026-03-30,,0.45,4364.0,4364.0
2026-03-27,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-03-27,2026-03-30,,0.45,0.0,0.0
2026-03-30,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-03-30,2026-03-31,,0.55,6723.0,6723.0
2026-03-30,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-03-30,2026-03-31,,0.55,100.0,100.0
2026-03-31,pooled,共通担保資金供給（全店）＜固定金利方式＞,Funds-Supplying Operations against Pooled Collateral (at All Offices) (Fixed rate),8000.0,2026-04-01,2026-04-15,0.75,,16004.0,8002.0
2026-03-31,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-03-31,2026-04-01,,0.45,4480.0,4480.0
2026-03-31,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-03-31,2026-04-01,,0.45,0.0,0.0
2026-03-31,usd_funds,米ドル資金供給,US Dollar Funds-Supplying Operations against Pooled Collateral,,2026-04-02,2026-04-09,3.89,,0.0,0.0
2026-04-01,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-04-01,2026-04-02,,0.55,9101.0,9101.0
2026-04-01,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-04-01,2026-04-02,,0.55,258.0,258.0
2026-04-02,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-04-02,2026-04-03,,0.55,6611.0,6611.0
2026-04-02,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-04-02,2026-04-03,,0.55,100.0,100.0
2026-04-03,jgb_purch,国債買入（残存期間１年以下）,Outright purchases of JGBs(residual maturity of up to 1 year),1000.0,2026-04-06,,,,4456.0,1000.0
2026-04-03,jgb_purch,国債買入（残存期間３年超５年以下）,Outright purchases of JGBs(residual maturity of more than 3 years and up to 5 years),2300.0,2026-04-06,,,,5749.0,2304.0
2026-04-03,jgb_purch,国債買入（残存期間１０年超２５年以下）,Outright purchases of JGBs(residual maturity of more than 10 years and up to 25 years),800.0,2026-04-06,,,,1941.0,801.0
2026-04-03,jgb_purch,国債買入（残存期間２５年超）,Outright purchases of JGBs(residual maturity of more than 25 years),750.0,2026-04-06,,,,1499.0,750.0
2026-04-03,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-04-03,2026-04-06,,0.55,1395.0,1395.0
2026-04-03,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-04-03,2026-04-06,,0.55,0.0,0.0
2026-04-06,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-04-06,2026-04-07,,0.55,2485.0,2485.0
2026-04-06,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-04-06,2026-04-07,,0.55,0.0,0.0
2026-04-07,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-04-07,2026-04-08,,0.55,3005.0,3005.0
2026-04-07,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-04-07,2026-04-08,,0.55,325.0,325.0
2026-04-07,usd_funds,米ドル資金供給,US Dollar Funds-Supplying Operations against Pooled Collateral,,2026-04-09,2026-04-16,3.89,,1.0,1.0
2026-04-08,jgb_purch,国債買入（残存期間１年超３年以下）,Outright purchases of JGBs(residual maturity of more than 1 year and up to 3 years),2550.0,2026-04-09,,,,8847.0,2551.0
2026-04-08,jgb_purch,国債買入（残存期間５年超１０年以下）,Outright purchases of JGBs(residual maturity of more than 5 years and up to 10 years),2400.0,2026-04-09,,,,6238.0,2403.0
2026-04-08,jgb_purch,国債買入（残存期間１０年超２５年以下）,Outright purchases of JGBs(residual maturity of more than 10 years and up to 25 years),800.0,2026-04-09,,,,3454.0,802.0
2026-04-08,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-04-08,2026-04-09,,0.55,3579.0,3579.0
2026-04-08,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-04-08,2026-04-09,,0.55,0.0,0.0
2026-04-09,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-04-09,2026-04-10,,0.55,4112.0,4112.0
2026-04-09,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-04-09,2026-04-10,,0.55,0.0,0.0
2026-04-10,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-04-10,2026-04-13,,0.55,3194.0,3194.0
2026-04-10,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-04-10,2026-04-13,,0.55,3.0,3.0
2026-04-13,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-04-13,2026-04-14,,0.55,4226.0,4226.0
2026-04-13,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-04-13,2026-04-14,,0.55,9.0,9.0
2026-04-14,pooled,共通担保資金供給（全店）＜固定金利方式＞,Funds-Supplying Operations against Pooled Collateral (at All Offices) (Fixed rate),8000.0,2026-04-15,2026-04-28,0.75,,18304.0,8009.0
2026-04-14,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-04-14,2026-04-15,,0.55,3098.0,3098.0
2026-04-14,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-04-14,2026-04-15,,0.55,0.0,0.0
2026-04-14,usd_funds,米ドル資金供給,US Dollar Funds-Supplying Operations against Pooled Collateral,,2026-04-16,2026-04-23,3.89,,0.0,0.0
2026-04-15,jgb_purch,国債買入（残存期間１年超３年以下）,Outright purchases of JGBs(residual maturity of more than 1 year and up to 3 years),2550.0,2026-04-16,,,,7367.0,2556.0
2026-04-15,jgb_purch,国債買入（残存期間３年超５年以下）,Outright purchases of JGBs(residual maturity of more than 3 years and up to 5 years),2300.0,2026-04-16,,,,4653.0,2303.0
2026-04-15,jgb_purch,国債買入（残存期間５年超１０年以下）,Outright purchases of JGBs(residual maturity of more than 5 years and up to 10 years),2400.0,2026-04-16,,,,6457.0,2406.0
2026-04-15,jgb_purch,国債買入（残存期間２５年超）,Outright purchases of JGBs(residual maturity of more than 25 years),750.0,2026-04-16,,,,1539.0,751.0
2026-04-15,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-04-15,2026-04-16,,0.55,4455.0,4455.0
2026-04-15,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-04-15,2026-04-16,,0.55,0.0,0.0
2026-04-16,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-04-16,2026-04-17,,0.55,3753.0,3753.0
2026-04-16,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-04-16,2026-04-17,,0.55,546.0,546.0
